# This file contains frame element data, the format is:
# sprite x y flipped next
714 -9 0 n 7924
483 -11 -22 f 0
714 -6 0 n 7926
199 -10 -12 n 7927
197 -9 -19 n 7928
15 -7 -23 n 0
714 -8 0 n 7930
714 -8 0 n 7931
714 -8 0 n 7932
714 -4 -1 n 7933
200 -5 -10 n 7934
198 -8 -12 n 7935
15 -7 -12 n 0
714 -5 0 n 7937
714 -7 1 n 7938
615 -7 -14 n 7939
610 -7 -21 n 7940
15 -6 -23 n 0
714 -5 -1 n 7942
714 -7 0 n 7943
615 -7 -15 n 7944
610 -7 -22 n 7945
15 -6 -24 n 0
714 -11 0 f 7947
614 -9 -14 f 7948
14 -4 -22 n 7949
609 -10 -20 f 0
714 -13 0 f 7951
614 -10 -14 f 7952
14 -5 -22 n 7953
609 -11 -20 f 0
714 -12 0 f 7955
616 -9 -14 f 7956
9 -9 -21 f 7957
611 -9 -21 n 0
714 -12 1 f 7959
9 -10 -20 n 7960
616 -9 -13 f 7961
611 -9 -20 n 0
714 -4 0 n 7963
614 -6 -14 n 7964
14 -5 -22 n 7965
609 -4 -20 n 0
714 -2 0 n 7967
614 -5 -14 n 7968
14 -4 -22 n 7969
609 -3 -20 n 0
218 -8 -15 n 7971
610 -8 -23 n 7972
714 -6 0 n 7973
15 -7 -24 n 7974
872 -10 -18 n 0
218 -8 -15 n 7976
610 -8 -23 n 7977
714 -6 0 n 7978
15 -7 -24 n 7979
873 -10 -23 n 0
218 -8 -15 n 7981
610 -8 -23 n 7982
714 -6 0 n 7983
15 -7 -24 n 7984
874 -9 -27 n 0
218 -8 -15 n 7986
610 -8 -23 n 7987
714 -6 0 n 7988
15 -7 -24 n 7989
875 -9 -28 n 0
876 -8 -34 n 0
877 -8 -34 n 0
878 -9 -34 n 0
714 -6 0 n 7994
14 -2 -23 n 7995
609 -7 -20 f 7996
209 -8 -14 n 7997
872 -9 -18 n 0
714 -6 0 n 7999
14 -2 -23 n 8000
609 -7 -20 f 8001
209 -8 -14 n 8002
873 -10 -23 n 0
714 -6 0 n 8004
14 -2 -23 n 8005
609 -7 -20 f 8006
209 -8 -14 n 8007
874 -9 -27 n 0
714 -6 0 n 8009
14 -2 -23 n 8010
609 -7 -20 f 8011
209 -8 -14 n 8012
875 -9 -28 n 0
876 -8 -34 n 0
877 -8 -34 n 0
878 -9 -34 n 0
203 -8 -15 n 8017
9 -8 -23 n 8018
714 -6 0 n 8019
611 -7 -23 n 8020
872 -10 -18 n 0
203 -8 -15 n 8022
9 -8 -23 n 8023
714 -6 0 n 8024
611 -7 -23 n 8025
873 -10 -23 n 0
203 -8 -15 n 8027
9 -8 -23 n 8028
714 -6 0 n 8029
611 -7 -23 n 8030
874 -9 -27 n 0
203 -8 -15 n 8032
9 -8 -23 n 8033
714 -6 0 n 8034
611 -7 -23 n 8035
875 -9 -28 n 0
876 -8 -34 n 0
877 -8 -34 n 0
878 -9 -34 n 0
209 -8 -15 f 8040
714 -6 0 n 8041
609 -8 -21 n 8042
872 -10 -18 n 0
209 -8 -15 f 8044
714 -6 0 n 8045
609 -8 -21 n 8046
873 -10 -23 n 0
209 -8 -15 f 8048
714 -6 0 n 8049
609 -8 -21 n 8050
874 -9 -27 n 0
209 -8 -15 f 8052
714 -6 0 n 8053
609 -8 -21 n 8054
875 -9 -28 n 0
876 -8 -34 n 0
877 -8 -34 n 0
878 -9 -34 n 0
412 -6 0 n 8059
610 -6 -8 n 8060
13 -6 -13 n 0
610 -5 -7 n 8062
412 -5 1 n 8063
13 -5 -12 n 0
413 -7 0 n 8065
410 -7 -6 n 8066
13 -5 -10 n 0
414 -5 0 n 8068
411 -7 -3 n 8069
13 -5 -8 n 0
415 -6 -1 n 8071
416 -3 -4 n 0
582 -7 -5 n 0
714 -9 0 n 8074
714 -2 -1 n 8075
617 -7 -7 n 8076
612 -7 -12 n 8077
15 -3 -15 n 0
709 -2 -2 n 8079
618 -8 -6 n 8080
613 4 -3 n 8081
16 8 0 n 0
709 -2 -1 n 8083
618 -8 -6 n 8084
613 4 -3 n 8085
16 8 0 n 0
709 -3 0 n 8087
618 -8 -6 n 8088
613 4 -3 n 8089
16 8 0 n 0
709 -3 0 n 8091
618 -8 -6 n 8092
613 4 -3 n 8093
16 8 0 n 0
253 -5 -16 f 8095
133 -5 -26 f 8096
28 -6 -32 f 8097
714 -7 0 f 0
257 -6 -15 n 8099
29 -6 -31 n 8100
138 -6 -25 n 8101
714 -8 0 f 8102
714 -8 -1 f 0
253 -7 -16 n 8104
133 -7 -26 n 8105
28 -6 -32 n 8106
714 -8 0 f 0
249 -6 -15 n 8108
129 -6 -25 n 8109
27 -6 -31 n 8110
714 -9 0 f 0
245 -6 -16 n 8112
125 -6 -26 n 8113
26 -6 -32 n 8114
714 -10 0 f 0
241 -7 -17 n 8116
121 -7 -25 n 8117
25 -6 -31 n 8118
714 -9 0 f 0
245 -7 -16 f 8120
125 -7 -26 f 8121
26 -7 -32 f 8122
714 -7 0 f 0
249 -7 -15 f 8124
129 -7 -25 f 8125
27 -7 -31 f 8126
714 -7 0 f 0
253 -5 -16 f 8128
133 -5 -26 f 8129
28 -6 -32 f 8130
714 -8 0 f 0
254 -5 -16 f 8132
134 -5 -25 f 8133
28 -6 -31 f 8134
714 -8 0 f 8135
714 -6 -1 f 8136
714 -5 -2 f 0
255 -5 -16 f 8138
135 -5 -26 f 8139
28 -6 -32 f 8140
714 -6 0 f 8141
714 -10 -1 f 0
256 -5 -15 f 8143
136 -5 -25 f 8144
28 -6 -31 f 8145
714 -11 0 f 8146
714 -7 -1 f 8147
714 -3 -2 f 0
257 -6 -15 n 8149
137 -6 -26 n 8150
29 -6 -32 n 8151
714 -9 0 f 0
258 -6 -16 n 8153
138 -6 -25 n 8154
29 -6 -31 n 8155
714 -8 0 f 0
259 -6 -15 n 8157
139 -6 -26 n 8158
29 -6 -32 n 8159
714 -7 0 f 0
260 -6 -15 n 8161
140 -6 -25 n 8162
29 -6 -31 n 8163
714 -8 0 f 0
253 -8 -16 n 8165
133 -8 -26 n 8166
28 -7 -32 n 8167
714 -10 0 f 0
254 -8 -16 n 8169
134 -8 -25 n 8170
28 -7 -31 n 8171
714 -8 0 f 8172
714 -10 -1 f 8173
714 -12 -2 f 0
255 -8 -16 n 8175
135 -8 -26 n 8176
28 -7 -32 n 8177
714 -10 0 f 0
256 -8 -15 n 8179
136 -8 -25 n 8180
28 -7 -31 n 8181
714 -7 0 f 8182
714 -10 -1 f 8183
714 -13 -2 f 0
249 -6 -15 n 8185
129 -6 -25 n 8186
27 -6 -31 n 8187
714 -9 0 f 0
250 -6 -15 n 8189
130 -6 -24 n 8190
27 -6 -30 n 8191
714 -12 0 f 8192
714 -7 0 f 8193
714 -4 0 f 0
251 -6 -15 n 8195
131 -6 -25 n 8196
27 -6 -31 n 8197
714 -9 0 f 0
252 -6 -16 n 8199
132 -6 -24 n 8200
27 -6 -30 n 8201
714 -12 0 f 8202
714 -5 0 f 0
245 -6 -16 n 8204
125 -6 -26 n 8205
26 -6 -32 n 8206
714 -11 0 f 0
246 -6 -16 n 8208
126 -6 -25 n 8209
26 -6 -31 n 8210
714 -11 0 f 8211
714 -6 -1 f 0
247 -6 -16 n 8213
127 -6 -26 n 8214
26 -6 -32 n 8215
714 -9 0 f 8216
714 -10 -1 f 0
248 -6 -16 n 8218
128 -6 -25 n 8219
26 -6 -31 n 8220
714 -12 0 f 8221
714 -8 -1 f 8222
714 -6 -2 f 0
241 -7 -17 n 8224
121 -7 -25 n 8225
25 -6 -31 n 8226
714 -10 0 f 0
242 -6 -18 n 8228
122 -6 -26 n 8229
25 -6 -32 n 8230
714 -9 -1 f 0
243 -6 -17 n 8232
123 -6 -25 n 8233
25 -6 -31 n 8234
714 -8 0 f 0
244 -7 -17 n 8236
124 -7 -26 n 8237
25 -6 -32 n 8238
714 -9 -1 f 0
245 -7 -16 f 8240
125 -7 -26 f 8241
26 -7 -32 f 8242
714 -7 0 f 0
246 -7 -16 f 8244
126 -7 -25 f 8245
26 -7 -31 f 8246
714 -5 0 f 8247
714 -10 -1 f 0
247 -7 -16 f 8249
127 -7 -26 f 8250
26 -7 -32 f 8251
714 -8 0 f 0
248 -7 -16 f 8253
128 -7 -25 f 8254
26 -7 -31 f 8255
714 -6 0 f 8256
714 -10 -1 f 8257
714 -12 -2 f 0
249 -7 -15 f 8259
129 -7 -25 f 8260
27 -7 -31 f 8261
714 -8 0 f 0
250 -7 -15 f 8263
130 -7 -24 f 8264
27 -7 -30 f 8265
714 -13 0 f 8266
714 -6 0 f 0
251 -7 -15 f 8268
131 -7 -25 f 8269
27 -7 -31 f 8270
714 -9 0 f 0
252 -7 -16 f 8272
132 -7 -24 f 8273
27 -7 -30 f 8274
714 -14 0 f 8275
714 -6 0 f 0
253 -5 -16 f 8277
28 -6 -30 f 8278
570 -8 -24 f 8279
714 -8 0 f 0
257 -7 -15 n 8281
29 -6 -31 n 8282
575 -7 -25 n 8283
714 -8 0 f 0
253 -7 -16 n 8285
28 -6 -30 n 8286
570 -4 -24 n 8287
714 -8 0 f 0
249 -6 -15 n 8289
27 -6 -31 n 8290
568 -3 -25 n 8291
714 -8 0 f 0
245 -6 -16 n 8293
26 -6 -32 n 8294
563 -6 -26 n 8295
714 -10 0 f 0
241 -6 -17 n 8297
25 -6 -31 n 8298
562 -7 -26 n 8299
714 -8 0 f 0
245 -8 -16 f 8301
26 -7 -32 f 8302
563 -8 -26 f 8303
714 -8 0 f 0
249 -7 -15 f 8305
27 -7 -31 f 8306
568 -10 -25 f 8307
714 -8 0 f 0
253 -5 -16 f 8309
28 -6 -31 f 8310
570 -8 -25 f 8311
714 -8 0 f 0
254 -6 -16 f 8313
28 -6 -30 f 8314
570 -8 -24 f 8315
714 -8 0 f 8316
714 -6 -1 f 8317
714 -5 -2 f 0
255 -5 -16 f 8319
28 -6 -31 f 8320
570 -8 -25 f 8321
714 -6 0 f 8322
714 -10 -1 f 0
256 -5 -15 f 8324
28 -6 -30 f 8325
570 -8 -24 f 8326
714 -11 0 f 8327
714 -7 -1 f 8328
714 -3 -2 f 0
257 -6 -15 n 8330
29 -5 -31 n 8331
575 -6 -25 n 8332
714 -9 0 f 0
258 -6 -16 n 8334
29 -5 -30 n 8335
575 -6 -24 n 8336
714 -8 0 f 0
259 -5 -15 n 8338
29 -5 -31 n 8339
575 -6 -25 n 8340
714 -7 0 f 0
260 -5 -15 n 8342
29 -5 -30 n 8343
575 -6 -24 n 8344
714 -8 0 f 0
253 -8 -16 n 8346
28 -7 -30 n 8347
570 -5 -24 n 8348
714 -10 0 f 0
254 -7 -15 n 8350
28 -7 -29 n 8351
570 -5 -23 n 8352
714 -8 0 f 8353
714 -10 -1 f 8354
714 -12 -2 f 0
255 -8 -16 n 8356
28 -7 -30 n 8357
570 -5 -24 n 8358
714 -10 0 f 0
256 -8 -15 n 8360
28 -7 -29 n 8361
570 -5 -23 n 8362
714 -7 0 f 8363
714 -10 -1 f 8364
714 -13 -2 f 0
249 -6 -15 n 8366
27 -6 -31 n 8367
568 -3 -25 n 8368
714 -9 0 f 0
250 -6 -15 n 8370
27 -6 -30 n 8371
568 -3 -24 n 8372
714 -12 0 f 8373
714 -7 0 f 8374
714 -4 0 f 0
251 -6 -15 n 8376
27 -6 -31 n 8377
568 -3 -25 n 8378
714 -9 0 f 0
252 -6 -16 n 8380
27 -6 -30 n 8381
568 -3 -24 n 8382
714 -12 0 f 8383
714 -5 0 f 0
245 -6 -16 n 8385
26 -6 -32 n 8386
563 -6 -26 n 8387
714 -11 0 f 0
246 -6 -16 n 8389
26 -6 -31 n 8390
563 -6 -25 n 8391
714 -11 0 f 8392
714 -6 -1 f 0
247 -6 -16 n 8394
26 -6 -32 n 8395
563 -6 -26 n 8396
714 -9 0 f 8397
714 -10 -1 f 0
248 -6 -16 n 8399
26 -6 -31 n 8400
563 -6 -25 n 8401
714 -12 0 f 8402
714 -8 -1 f 8403
714 -6 -2 f 0
241 -6 -17 n 8405
25 -6 -31 n 8406
562 -7 -25 n 8407
714 -10 0 f 0
242 -5 -17 n 8409
25 -6 -32 n 8410
562 -7 -26 n 8411
714 -9 -1 f 0
243 -5 -17 n 8413
25 -6 -31 n 8414
562 -7 -25 n 8415
714 -8 0 f 0
244 -6 -16 n 8417
25 -6 -32 n 8418
562 -7 -26 n 8419
714 -9 -1 f 0
245 -7 -16 f 8421
26 -7 -32 f 8422
563 -7 -26 f 8423
714 -7 0 f 0
246 -7 -16 f 8425
26 -7 -31 f 8426
563 -7 -25 f 8427
714 -5 0 f 8428
714 -10 -1 f 0
247 -7 -16 f 8430
26 -7 -32 f 8431
563 -7 -26 f 8432
714 -8 0 f 0
248 -7 -16 f 8434
26 -7 -31 f 8435
563 -7 -25 f 8436
714 -6 0 f 8437
714 -10 -1 f 8438
714 -12 -2 f 0
249 -7 -15 f 8440
27 -7 -31 f 8441
568 -10 -25 f 8442
714 -8 0 f 0
250 -7 -15 f 8444
27 -7 -30 f 8445
568 -10 -24 f 8446
714 -13 0 f 8447
714 -6 0 f 0
251 -7 -15 f 8449
27 -7 -31 f 8450
568 -10 -25 f 8451
714 -9 0 f 0
252 -7 -16 f 8453
27 -7 -30 f 8454
568 -10 -24 f 8455
714 -14 0 f 8456
714 -6 0 f 0
253 -5 -16 f 8458
28 -6 -30 f 8459
570 -8 -24 f 8460
714 -8 0 f 0
253 -5 -16 f 8462
28 -6 -30 f 8463
570 -8 -24 f 8464
714 -8 0 f 0
253 -5 -16 f 8466
28 -5 -30 f 8467
570 -7 -24 f 8468
714 -8 0 f 8469
724 -14 -18 f 0
253 -5 -16 f 8471
28 -6 -30 f 8472
570 -8 -24 f 8473
714 -8 0 f 0
257 -7 -15 n 8475
29 -6 -31 n 8476
575 -7 -25 n 8477
714 -8 0 f 0
257 -7 -15 n 8479
29 -6 -31 n 8480
575 -7 -25 n 8481
714 -8 0 f 0
257 -7 -15 n 8483
29 -6 -30 n 8484
575 -7 -24 n 8485
714 -8 0 f 8486
725 -7 -21 n 0
257 -7 -15 n 8488
29 -6 -31 n 8489
575 -7 -25 n 8490
714 -8 0 f 0
253 -7 -16 n 8492
28 -6 -30 n 8493
570 -4 -24 n 8494
714 -8 0 f 0
253 -7 -16 n 8496
28 -6 -30 n 8497
570 -4 -24 n 8498
714 -8 0 f 0
253 -7 -16 n 8500
28 -7 -30 n 8501
570 -5 -24 n 8502
714 -8 0 f 8503
724 2 -18 n 0
253 -7 -16 n 8505
28 -6 -30 n 8506
570 -4 -24 n 8507
714 -8 0 f 0
249 -6 -15 n 8509
27 -6 -31 n 8510
568 -3 -25 n 8511
714 -8 0 f 0
249 -6 -15 n 8513
27 -6 -31 n 8514
568 -3 -25 n 8515
714 -8 0 f 0
249 -6 -15 n 8517
27 -7 -31 n 8518
568 -4 -25 n 8519
714 -8 0 f 8520
723 7 -24 n 0
249 -6 -15 n 8522
27 -6 -31 n 8523
568 -3 -25 n 8524
714 -8 0 f 0
245 -6 -16 n 8526
26 -6 -32 n 8527
563 -6 -26 n 8528
714 -10 0 f 0
245 -6 -16 n 8530
26 -6 -32 n 8531
563 -6 -26 n 8532
714 -10 0 f 0
245 -6 -16 n 8534
26 -7 -32 n 8535
563 -7 -26 n 8536
714 -10 0 f 8537
722 3 -25 n 0
245 -6 -16 n 8539
26 -6 -32 n 8540
563 -6 -26 n 8541
714 -10 0 f 0
241 -6 -17 n 8543
25 -6 -31 n 8544
562 -7 -26 n 8545
714 -8 0 f 0
241 -6 -17 n 8547
25 -6 -31 n 8548
562 -7 -26 n 8549
714 -8 0 f 0
241 -6 -17 n 8551
714 -8 0 f 8552
725 -10 -28 n 8553
562 -7 -25 n 8554
25 -6 -30 n 0
241 -6 -17 n 8556
25 -6 -31 n 8557
562 -7 -26 n 8558
714 -8 0 f 0
245 -8 -16 f 8560
26 -7 -32 f 8561
563 -8 -26 f 8562
714 -8 0 f 0
245 -8 -16 f 8564
26 -7 -32 f 8565
563 -8 -26 f 8566
714 -8 0 f 0
245 -8 -16 f 8568
26 -6 -32 f 8569
563 -7 -26 f 8570
714 -8 0 f 8571
722 -17 -25 f 0
245 -8 -16 f 8573
26 -7 -32 f 8574
563 -8 -26 f 8575
714 -8 0 f 0
249 -7 -15 f 8577
27 -7 -31 f 8578
568 -10 -25 f 8579
714 -8 0 f 0
249 -7 -15 f 8581
27 -7 -31 f 8582
568 -10 -25 f 8583
714 -8 0 f 0
249 -7 -15 f 8585
27 -6 -31 f 8586
568 -9 -25 f 8587
714 -8 0 f 8588
723 -20 -24 f 0
249 -7 -15 f 8590
27 -7 -31 f 8591
568 -10 -25 f 8592
714 -8 0 f 0
253 -5 -16 f 8594
28 -6 -31 f 8595
570 -8 -25 f 8596
714 -8 0 f 0
254 -6 -16 f 8598
28 -6 -30 f 8599
570 -8 -24 f 8600
714 -8 0 f 8601
714 -6 -1 f 8602
714 -5 -2 f 0
255 -5 -16 f 8604
28 -6 -31 f 8605
570 -8 -25 f 8606
714 -6 0 f 8607
714 -10 -1 f 8608
724 -14 -19 f 0
256 -5 -15 f 8610
28 -6 -30 f 8611
570 -8 -24 f 8612
714 -11 0 f 8613
714 -7 -1 f 8614
714 -3 -2 f 0
257 -6 -15 n 8616
29 -5 -31 n 8617
575 -6 -25 n 8618
714 -9 0 f 0
258 -6 -16 n 8620
29 -5 -30 n 8621
575 -6 -24 n 8622
714 -8 0 f 0
259 -5 -15 n 8624
29 -5 -31 n 8625
575 -6 -25 n 8626
714 -7 0 f 8627
725 -4 -21 f 0
260 -5 -15 n 8629
29 -5 -30 n 8630
575 -6 -24 n 8631
714 -8 0 f 0
253 -8 -16 n 8633
28 -7 -30 n 8634
570 -5 -24 n 8635
714 -10 0 f 0
254 -7 -15 n 8637
28 -7 -29 n 8638
570 -5 -23 n 8639
714 -8 0 f 8640
714 -10 -1 f 8641
714 -12 -2 f 0
255 -8 -16 n 8643
28 -7 -30 n 8644
570 -5 -24 n 8645
714 -10 0 f 8646
724 2 -18 n 0
256 -8 -15 n 8648
28 -7 -29 n 8649
570 -5 -23 n 8650
714 -7 0 f 8651
714 -10 -1 f 8652
714 -13 -2 f 0
249 -6 -15 n 8654
27 -6 -31 n 8655
568 -3 -25 n 8656
714 -9 0 f 0
250 -6 -15 n 8658
27 -6 -30 n 8659
568 -3 -24 n 8660
714 -12 0 f 8661
714 -7 0 f 8662
714 -4 0 f 0
251 -6 -15 n 8664
27 -6 -31 n 8665
568 -3 -25 n 8666
714 -9 0 f 8667
723 8 -24 n 0
252 -6 -16 n 8669
27 -6 -30 n 8670
568 -3 -24 n 8671
714 -12 0 f 8672
714 -5 0 f 0
245 -6 -16 n 8674
26 -6 -32 n 8675
563 -6 -26 n 8676
714 -11 0 f 0
246 -6 -16 n 8678
26 -6 -31 n 8679
563 -6 -25 n 8680
714 -11 0 f 8681
714 -6 -1 f 0
247 -6 -16 n 8683
26 -6 -32 n 8684
563 -6 -26 n 8685
714 -9 0 f 8686
714 -10 -1 f 8687
722 4 -25 n 0
248 -6 -16 n 8689
26 -6 -31 n 8690
563 -6 -25 n 8691
714 -12 0 f 8692
714 -8 -1 f 8693
714 -6 -2 f 0
241 -6 -17 n 8695
25 -6 -31 n 8696
562 -7 -25 n 8697
714 -10 0 f 0
242 -5 -17 n 8699
25 -6 -32 n 8700
562 -7 -26 n 8701
714 -9 -1 f 0
243 -5 -17 n 8703
714 -8 0 f 8704
725 -9 -28 n 8705
562 -7 -25 n 8706
25 -6 -31 n 0
244 -6 -16 n 8708
25 -6 -32 n 8709
562 -7 -26 n 8710
714 -9 -1 f 0
245 -7 -16 f 8712
26 -7 -32 f 8713
563 -7 -26 f 8714
714 -7 0 f 0
246 -7 -16 f 8716
26 -7 -31 f 8717
563 -7 -25 f 8718
714 -5 0 f 8719
714 -10 -1 f 0
247 -7 -16 f 8721
26 -7 -32 f 8722
563 -7 -26 f 8723
714 -8 0 f 8724
722 -17 -25 f 0
248 -7 -16 f 8726
26 -7 -31 f 8727
563 -7 -25 f 8728
714 -6 0 f 8729
714 -10 -1 f 8730
714 -12 -2 f 0
249 -7 -15 f 8732
27 -7 -31 f 8733
568 -10 -25 f 8734
714 -8 0 f 0
250 -7 -15 f 8736
27 -7 -30 f 8737
568 -10 -24 f 8738
714 -13 0 f 8739
714 -6 0 f 0
251 -7 -15 f 8741
27 -7 -31 f 8742
568 -10 -25 f 8743
714 -9 0 f 8744
723 -21 -24 f 0
252 -7 -16 f 8746
27 -7 -30 f 8747
568 -10 -24 f 8748
714 -14 0 f 8749
714 -6 0 f 0
714 -6 0 n 8751
191 -8 -12 n 8752
189 -9 -21 n 8753
31 -7 -24 n 0
714 -8 0 n 8755
714 -8 0 n 8756
714 -8 0 n 8757
714 -4 -1 n 8758
192 -7 -10 n 8759
190 -7 -14 n 8760
31 -7 -15 n 0
714 -5 0 n 8762
714 -7 1 n 8763
625 -9 -16 n 8764
620 -8 -26 n 8765
31 -7 -23 n 0
714 -5 -1 n 8767
714 -7 0 n 8768
625 -9 -18 n 8769
620 -8 -28 n 8770
31 -7 -25 n 0
714 -11 0 f 8772
624 -7 -17 f 8773
30 -9 -29 f 8774
619 -9 -28 f 0
714 -13 0 f 8776
624 -9 -17 f 8777
30 -12 -29 f 8778
619 -11 -28 f 0
626 -7 -17 f 8780
31 -7 -27 f 8781
621 -8 -28 f 8782
714 -5 0 n 8783
714 -7 1 n 0
31 -7 -25 f 8785
621 -8 -26 f 8786
626 -7 -15 f 8787
714 -5 2 n 8788
714 -7 3 n 0
714 -4 0 n 8790
624 -6 -17 n 8791
30 -2 -29 n 8792
619 -4 -28 n 0
714 -2 0 n 8794
624 -4 -17 n 8795
30 0 -29 n 8796
619 -2 -28 n 0
714 -5 0 n 8798
714 -7 1 n 8799
625 -9 -16 n 8800
620 -8 -26 n 8801
31 -7 -23 n 8802
872 -8 -20 n 0
714 -5 0 n 8804
714 -7 1 n 8805
625 -9 -16 n 8806
620 -8 -26 n 8807
31 -7 -23 n 8808
873 -9 -24 n 0
714 -5 0 n 8810
714 -7 1 n 8811
625 -9 -16 n 8812
620 -8 -26 n 8813
31 -7 -23 n 8814
874 -8 -28 n 0
714 -5 0 n 8816
714 -7 1 n 8817
625 -9 -16 n 8818
620 -8 -26 n 8819
31 -7 -23 n 8820
875 -8 -29 n 0
876 -7 -35 n 0
877 -7 -35 n 0
878 -8 -33 n 0
714 -11 0 f 8825
624 -7 -17 f 8826
30 -9 -29 f 8827
619 -9 -28 f 8828
872 -10 -22 n 0
714 -11 0 f 8830
624 -7 -17 f 8831
30 -9 -29 f 8832
619 -9 -28 f 8833
873 -10 -27 n 0
714 -11 0 f 8835
624 -7 -17 f 8836
30 -9 -29 f 8837
619 -9 -28 f 8838
874 -9 -31 n 0
714 -11 0 f 8840
624 -7 -17 f 8841
30 -9 -29 f 8842
619 -9 -28 f 8843
875 -9 -32 n 0
876 -8 -37 n 0
877 -8 -37 n 0
878 -9 -35 n 0
626 -7 -17 f 8848
31 -7 -27 f 8849
621 -8 -28 f 8850
714 -5 0 n 8851
714 -7 1 n 8852
872 -8 -21 n 0
626 -7 -17 f 8854
31 -7 -27 f 8855
621 -8 -28 f 8856
714 -5 0 n 8857
714 -7 1 n 8858
873 -8 -25 n 0
626 -7 -17 f 8860
31 -7 -27 f 8861
621 -8 -28 f 8862
714 -5 0 n 8863
714 -7 1 n 8864
874 -7 -28 n 0
626 -7 -17 f 8866
31 -7 -27 f 8867
621 -8 -28 f 8868
714 -5 0 n 8869
714 -7 1 n 8870
875 -7 -29 n 0
876 -6 -35 n 0
877 -6 -35 n 0
878 -7 -34 n 0
714 -8 0 n 8875
624 -9 -17 n 8876
30 -6 -29 n 8877
619 -8 -28 n 8878
872 -9 -21 n 0
714 -8 0 n 8880
624 -9 -17 n 8881
30 -6 -29 n 8882
619 -8 -28 n 8883
873 -10 -25 n 0
714 -8 0 n 8885
624 -9 -17 n 8886
30 -6 -29 n 8887
619 -8 -28 n 8888
874 -8 -28 n 0
714 -4 0 n 8890
624 -9 -17 n 8891
30 -6 -29 n 8892
619 -8 -28 n 8893
875 -8 -29 n 0
876 -7 -35 n 0
877 -7 -35 n 0
878 -8 -34 n 0
412 -6 0 n 8898
620 -7 -10 n 8899
29 -6 -13 n 0
620 -6 -9 n 8901
29 -5 -12 n 8902
412 -5 1 n 0
413 -7 0 n 8904
407 -6 -6 n 8905
29 -6 -9 n 0
414 -5 0 n 8907
403 -6 -3 n 8908
29 -6 -6 n 0
415 -6 -1 n 8910
416 -3 -4 n 0
582 -7 -5 n 0
714 -3 0 f 8913
714 -10 -1 f 8914
627 -3 -8 f 8915
622 -5 -12 f 8916
31 -7 -14 f 0
709 -10 -2 f 8918
628 -2 -7 f 8919
623 -16 -5 f 8920
31 -18 0 f 0
709 -10 -1 f 8922
628 -2 -7 f 8923
623 -16 -5 f 8924
31 -18 0 f 0
709 -9 0 f 8926
628 -2 -7 f 8927
623 -16 -5 f 8928
31 -18 0 f 0
709 -9 0 f 8930
628 -2 -7 f 8931
623 -16 -5 f 8932
31 -18 0 f 0
393 -5 -16 f 8934
333 -4 -25 f 8935
52 -6 -32 f 8936
714 -4 0 n 0
397 -8 -15 n 8938
53 -8 -32 n 8939
714 -6 0 n 8940
340 -8 -25 n 0
393 -8 -16 n 8942
333 -9 -25 n 8943
52 -8 -32 n 8944
714 -6 0 n 0
389 -8 -15 n 8946
329 -9 -25 n 8947
51 -9 -32 n 8948
714 -7 0 n 0
385 -8 -16 n 8950
325 -9 -26 n 8951
50 -8 -32 n 8952
714 -10 0 n 0
381 -9 -17 n 8954
321 -10 -26 n 8955
49 -9 -32 n 8956
714 -7 0 n 0
385 -8 -16 f 8958
325 -7 -26 f 8959
50 -8 -32 f 8960
714 -4 0 n 0
389 -7 -15 f 8962
329 -6 -25 f 8963
51 -7 -32 f 8964
714 -4 0 n 0
393 -5 -16 f 8966
333 -4 -25 f 8967
52 -6 -32 f 8968
714 -4 0 n 0
394 -5 -16 f 8970
334 -5 -24 f 8971
52 -6 -31 f 8972
714 -5 0 n 8973
714 -3 -1 n 8974
714 -2 -2 n 0
395 -4 -16 f 8976
335 -4 -25 f 8977
52 -6 -32 f 8978
714 -2 0 n 8979
714 -4 -1 n 0
396 -5 -15 f 8981
336 -4 -24 f 8982
52 -6 -31 f 8983
714 -8 -1 n 8984
714 -3 -2 n 8985
714 1 -3 n 0
397 -7 -15 n 8987
337 -8 -25 n 8988
53 -7 -32 n 8989
714 -5 0 n 0
398 -7 -16 n 8991
338 -8 -26 n 8992
53 -7 -33 n 8993
714 -6 0 n 0
399 -6 -15 n 8995
339 -7 -25 n 8996
53 -7 -32 n 8997
714 -5 0 n 0
400 -6 -16 n 8999
340 -7 -26 n 9000
53 -7 -33 n 9001
714 -4 -1 n 0
393 -8 -16 n 9003
333 -9 -25 n 9004
52 -8 -32 n 9005
714 -6 0 n 0
394 -8 -16 n 9007
334 -8 -24 n 9008
52 -8 -31 n 9009
714 -4 0 n 9010
714 -7 -1 n 0
395 -8 -16 n 9012
335 -9 -25 n 9013
52 -8 -32 n 9014
714 -6 0 n 9015
714 -4 -1 n 0
396 -8 -15 n 9017
336 -9 -24 n 9018
52 -8 -31 n 9019
714 -2 -1 n 9020
714 -5 -2 n 9021
714 -9 -3 n 0
389 -7 -15 n 9023
329 -8 -25 n 9024
51 -8 -32 n 9025
714 -6 0 n 0
390 -7 -15 n 9027
330 -8 -24 n 9028
51 -8 -31 n 9029
714 -9 0 n 9030
714 -2 0 n 0
391 -7 -15 n 9032
331 -8 -25 n 9033
51 -8 -32 n 9034
714 -6 0 n 0
392 -7 -16 n 9036
332 -8 -24 n 9037
51 -8 -31 n 9038
714 -9 0 n 9039
714 -1 0 n 0
